game_num,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C6,C7,C8,D1,D2,D3,D4,A25,A26,A27,A28,A29,A30,A31,A32
98,-3.003,-3.244,-2.748,-2.407,-2.527,-3.069,-2.586,-2.034,-1.846,-1.519,-1.231,-2.473,-1.694,-3.003,-1.072,-1.893,-1.373,-1.663,-2.896,-1.541,-2.31,-1.647,-2.646,-2.026,-0.61,-1.067,-1.103,-2.118,-0.074,-0.429,0.524,1.662
99,-3.023,-3.354,-2.798,-2.458,-2.544,-3.101,-2.672,-2.181,-1.943,-1.639,-1.256,-2.553,-1.762,-3.08,-1.107,-2.018,-1.459,-1.74,-2.928,-1.608,-2.358,-1.698,-2.692,-2.157,-0.636,-1.078,-1.089,-2.194,-0.028,-0.433,0.509,1.734
100,-3.073,-3.626,-2.921,-2.584,-2.585,-3.181,-2.883,-2.545,-2.183,-1.937,-1.317,-2.75,-1.928,-3.27,-1.195,-2.328,-1.67,-1.93,-3.006,-1.775,-2.477,-1.823,-2.807,-2.481,-0.698,-1.106,-1.055,-2.381,0.086,-0.442,0.472,1.914
101,-3.004,-3.253,-2.753,-2.411,-2.528,-3.071,-2.593,-2.046,-1.854,-1.529,-1.233,-2.48,-1.7,-3.01,-1.074,-1.903,-1.38,-1.67,-2.899,-1.546,-2.314,-1.651,-2.649,-2.037,-0.612,-1.068,-1.102,-2.124,-0.071,-0.429,0.523,1.667
102,-3.013,-3.301,-2.774,-2.433,-2.536,-3.085,-2.63,-2.109,-1.896,-1.58,-1.244,-2.514,-1.729,-3.042,-1.09,-1.957,-1.417,-1.702,-2.912,-1.575,-2.335,-1.673,-2.669,-2.093,-0.623,-1.073,-1.096,-2.157,-0.051,-0.431,0.517,1.699
103,-3.03,-3.39,-2.814,-2.475,-2.549,-3.112,-2.7,-2.229,-1.975,-1.679,-1.264,-2.579,-1.784,-3.105,-1.119,-2.059,-1.487,-1.765,-2.938,-1.63,-2.374,-1.714,-2.707,-2.2,-0.644,-1.082,-1.085,-2.218,-0.013,-0.434,0.504,1.758
104,-2.977,-3.105,-2.686,-2.342,-2.506,-3.028,-2.478,-1.848,-1.724,-1.366,-1.2,-2.372,-1.609,-2.906,-1.027,-1.734,-1.264,-1.566,-2.856,-1.455,-2.25,-1.583,-2.587,-1.86,-0.578,-1.053,-1.121,-2.022,-0.133,-0.424,0.543,1.57
105,-2.988,-3.164,-2.712,-2.369,-2.515,-3.045,-2.523,-1.926,-1.775,-1.43,-1.213,-2.414,-1.645,-2.947,-1.045,-1.801,-1.31,-1.607,-2.873,-1.491,-2.275,-1.61,-2.611,-1.93,-0.592,-1.059,-1.113,-2.062,-0.108,-0.426,0.535,1.608
106,-2.985,-3.148,-2.705,-2.362,-2.512,-3.041,-2.511,-1.905,-1.761,-1.413,-1.21,-2.403,-1.635,-2.936,-1.04,-1.783,-1.298,-1.596,-2.868,-1.482,-2.268,-1.603,-2.605,-1.911,-0.588,-1.057,-1.115,-2.051,-0.115,-0.425,0.537,1.598
107,-2.973,-3.081,-2.675,-2.33,-2.502,-3.021,-2.459,-1.815,-1.702,-1.339,-1.195,-2.354,-1.594,-2.889,-1.019,-1.706,-1.245,-1.549,-2.849,-1.44,-2.239,-1.572,-2.576,-1.831,-0.573,-1.05,-1.124,-2.005,-0.143,-0.423,0.546,1.553
108,-2.969,-3.06,-2.665,-2.321,-2.499,-3.015,-2.443,-1.788,-1.684,-1.317,-1.19,-2.339,-1.582,-2.875,-1.012,-1.683,-1.229,-1.535,-2.843,-1.428,-2.23,-1.562,-2.568,-1.807,-0.568,-1.048,-1.126,-1.991,-0.152,-0.422,0.549,1.54
109,-2.975,-3.096,-2.682,-2.338,-2.504,-3.025,-2.471,-1.836,-1.716,-1.356,-1.198,-2.365,-1.604,-2.9,-1.024,-1.724,-1.257,-1.56,-2.853,-1.45,-2.246,-1.579,-2.583,-1.85,-0.576,-1.052,-1.122,-2.016,-0.137,-0.424,0.544,1.564
110,-3.024,-3.357,-2.799,-2.459,-2.544,-3.102,-2.674,-2.184,-1.945,-1.642,-1.256,-2.555,-1.763,-3.082,-1.108,-2.021,-1.46,-1.742,-2.929,-1.61,-2.359,-1.699,-2.693,-2.16,-0.636,-1.078,-1.089,-2.195,-0.027,-0.433,0.509,1.736
111,-3.053,-3.514,-2.87,-2.532,-2.568,-3.148,-2.796,-2.395,-2.084,-1.814,-1.291,-2.669,-1.859,-3.191,-1.159,-2.2,-1.583,-1.851,-2.974,-1.706,-2.428,-1.771,-2.759,-2.347,-0.672,-1.094,-1.069,-2.303,0.039,-0.438,0.488,1.839
112,-3.039,-3.437,-2.836,-2.497,-2.556,-3.125,-2.737,-2.292,-2.016,-1.73,-1.274,-2.613,-1.813,-3.138,-1.134,-2.113,-1.523,-1.798,-2.952,-1.659,-2.395,-1.736,-2.727,-2.256,-0.655,-1.087,-1.079,-2.251,0.007,-0.436,0.498,1.789
113,-2.977,-3.105,-2.686,-2.342,-2.506,-3.028,-2.478,-1.848,-1.724,-1.366,-1.2,-2.372,-1.609,-2.906,-1.027,-1.734,-1.264,-1.566,-2.856,-1.455,-2.25,-1.583,-2.587,-1.86,-0.578,-1.053,-1.121,-2.022,-0.133,-0.424,0.543,1.57
114,-3.0,-3.226,-2.74,-2.398,-2.524,-3.064,-2.572,-2.01,-1.831,-1.499,-1.227,-2.46,-1.684,-2.991,-1.066,-1.872,-1.359,-1.651,-2.891,-1.53,-2.303,-1.639,-2.638,-2.005,-0.606,-1.065,-1.105,-2.105,-0.082,-0.428,0.527,1.65
115,-3.033,-3.408,-2.822,-2.483,-2.552,-3.117,-2.714,-2.253,-1.991,-1.698,-1.268,-2.592,-1.795,-3.118,-1.125,-2.08,-1.501,-1.778,-2.943,-1.641,-2.382,-1.723,-2.715,-2.222,-0.648,-1.084,-1.082,-2.231,-0.005,-0.435,0.502,1.77
116,-3.014,-3.303,-2.775,-2.434,-2.536,-3.086,-2.632,-2.112,-1.898,-1.583,-1.244,-2.515,-1.73,-3.044,-1.09,-1.96,-1.418,-1.704,-2.913,-1.577,-2.336,-1.674,-2.67,-2.096,-0.624,-1.073,-1.096,-2.158,-0.05,-0.431,0.516,1.7
117,-2.996,-3.206,-2.731,-2.389,-2.521,-3.058,-2.557,-1.983,-1.813,-1.477,-1.223,-2.445,-1.671,-2.977,-1.059,-1.849,-1.343,-1.637,-2.885,-1.517,-2.294,-1.63,-2.629,-1.981,-0.602,-1.063,-1.108,-2.092,-0.09,-0.427,0.529,1.636
118,-2.994,-3.197,-2.727,-2.385,-2.52,-3.055,-2.55,-1.971,-1.805,-1.467,-1.221,-2.439,-1.666,-2.97,-1.056,-1.839,-1.336,-1.63,-2.883,-1.512,-2.29,-1.625,-2.626,-1.97,-0.599,-1.062,-1.109,-2.085,-0.094,-0.427,0.531,1.63
119,-2.995,-3.202,-2.729,-2.387,-2.52,-3.056,-2.553,-1.977,-1.809,-1.472,-1.222,-2.442,-1.668,-2.973,-1.058,-1.844,-1.34,-1.634,-2.884,-1.515,-2.292,-1.628,-2.628,-1.975,-0.6,-1.062,-1.108,-2.088,-0.092,-0.427,0.53,1.633
120,-3.09,-3.713,-2.96,-2.625,-2.599,-3.206,-2.952,-2.662,-2.26,-2.033,-1.336,-2.814,-1.981,-3.331,-1.223,-2.428,-1.739,-1.991,-3.032,-1.829,-2.515,-1.864,-2.844,-2.586,-0.718,-1.115,-1.044,-2.441,0.123,-0.445,0.46,1.971
121,-3.103,-3.788,-2.994,-2.66,-2.61,-3.228,-3.009,-2.761,-2.325,-2.114,-1.353,-2.868,-2.027,-3.383,-1.247,-2.513,-1.796,-2.043,-3.053,-1.874,-2.548,-1.898,-2.875,-2.674,-0.735,-1.122,-1.034,-2.492,0.154,-0.448,0.45,2.02
122,-3.086,-3.696,-2.952,-2.617,-2.596,-3.201,-2.938,-2.638,-2.244,-2.013,-1.332,-2.801,-1.97,-3.318,-1.218,-2.408,-1.725,-1.978,-3.026,-1.818,-2.507,-1.855,-2.836,-2.564,-0.714,-1.113,-1.046,-2.429,0.116,-0.445,0.463,1.96
123,-3.109,-3.817,-3.007,-2.673,-2.615,-3.237,-3.032,-2.8,-2.351,-2.146,-1.359,-2.889,-2.044,-3.403,-1.257,-2.546,-1.819,-2.063,-3.061,-1.892,-2.56,-1.911,-2.887,-2.709,-0.742,-1.125,-1.031,-2.512,0.167,-0.449,0.446,2.04
124,-3.026,-3.37,-2.805,-2.465,-2.546,-3.106,-2.684,-2.202,-1.957,-1.656,-1.259,-2.564,-1.771,-3.091,-1.112,-2.036,-1.471,-1.751,-2.932,-1.618,-2.365,-1.705,-2.699,-2.176,-0.639,-1.08,-1.087,-2.204,-0.021,-0.433,0.507,1.745
125,-3.022,-3.35,-2.796,-2.456,-2.543,-3.1,-2.668,-2.175,-1.939,-1.634,-1.255,-2.55,-1.759,-3.077,-1.106,-2.013,-1.455,-1.737,-2.927,-1.606,-2.356,-1.696,-2.69,-2.152,-0.635,-1.078,-1.09,-2.191,-0.03,-0.433,0.51,1.731
126,-3.057,-3.538,-2.881,-2.544,-2.572,-3.155,-2.815,-2.428,-2.105,-1.841,-1.297,-2.687,-1.874,-3.209,-1.167,-2.228,-1.602,-1.869,-2.981,-1.721,-2.439,-1.783,-2.77,-2.377,-0.678,-1.097,-1.066,-2.32,0.05,-0.439,0.484,1.856
127,-3.047,-3.482,-2.856,-2.517,-2.563,-3.139,-2.772,-2.352,-2.056,-1.779,-1.284,-2.646,-1.84,-3.169,-1.149,-2.164,-1.558,-1.829,-2.965,-1.687,-2.414,-1.757,-2.746,-2.31,-0.665,-1.091,-1.073,-2.282,0.026,-0.437,0.492,1.819
128,-3.064,-3.577,-2.898,-2.561,-2.578,-3.166,-2.845,-2.479,-2.139,-1.883,-1.305,-2.714,-1.898,-3.235,-1.179,-2.272,-1.632,-1.895,-2.992,-1.745,-2.455,-1.8,-2.786,-2.422,-0.687,-1.101,-1.061,-2.347,0.066,-0.44,0.479,1.881
129,-3.079,-3.655,-2.934,-2.598,-2.59,-3.189,-2.906,-2.584,-2.208,-1.969,-1.323,-2.771,-1.946,-3.29,-1.205,-2.361,-1.693,-1.95,-3.015,-1.793,-2.49,-1.837,-2.819,-2.516,-0.705,-1.109,-1.051,-2.401,0.099,-0.443,0.468,1.933
130,-3.078,-3.648,-2.931,-2.595,-2.589,-3.187,-2.901,-2.575,-2.202,-1.961,-1.322,-2.767,-1.942,-3.286,-1.202,-2.354,-1.688,-1.945,-3.013,-1.789,-2.487,-1.834,-2.816,-2.508,-0.703,-1.108,-1.052,-2.396,0.096,-0.443,0.469,1.928
131,-3.081,-3.669,-2.94,-2.604,-2.592,-3.193,-2.917,-2.602,-2.22,-1.984,-1.326,-2.781,-1.954,-3.3,-1.209,-2.377,-1.704,-1.96,-3.019,-1.801,-2.496,-1.843,-2.825,-2.532,-0.708,-1.11,-1.049,-2.41,0.104,-0.444,0.467,1.942
132,-3.12,-3.877,-3.034,-2.702,-2.624,-3.254,-3.079,-2.881,-2.404,-2.212,-1.373,-2.933,-2.082,-3.446,-1.277,-2.615,-1.866,-2.105,-3.079,-1.929,-2.587,-1.939,-2.913,-2.781,-0.756,-1.131,-1.023,-2.554,0.192,-0.451,0.438,2.08
133,-3.083,-3.68,-2.945,-2.609,-2.594,-3.197,-2.925,-2.617,-2.23,-1.996,-1.329,-2.789,-1.961,-3.307,-1.213,-2.39,-1.712,-1.967,-3.022,-1.808,-2.501,-1.848,-2.829,-2.546,-0.711,-1.111,-1.048,-2.418,0.109,-0.444,0.465,1.949
134,-3.077,-3.646,-2.93,-2.594,-2.588,-3.187,-2.899,-2.572,-2.2,-1.959,-1.321,-2.765,-1.94,-3.284,-1.202,-2.351,-1.686,-1.944,-3.012,-1.788,-2.486,-1.833,-2.815,-2.505,-0.703,-1.108,-1.052,-2.395,0.095,-0.443,0.47,1.927
135,-3.079,-3.657,-2.935,-2.599,-2.59,-3.19,-2.908,-2.587,-2.21,-1.971,-1.324,-2.773,-1.947,-3.292,-1.205,-2.364,-1.695,-1.952,-3.015,-1.794,-2.491,-1.838,-2.82,-2.519,-0.705,-1.109,-1.051,-2.402,0.1,-0.443,0.468,1.934
136,-3.092,-3.727,-2.966,-2.631,-2.601,-3.21,-2.962,-2.68,-2.272,-2.048,-1.339,-2.824,-1.99,-3.34,-1.228,-2.443,-1.749,-2.0,-3.035,-1.837,-2.521,-1.87,-2.849,-2.602,-0.721,-1.116,-1.042,-2.45,0.129,-0.446,0.459,1.98
137,-2.984,-3.141,-2.702,-2.358,-2.511,-3.039,-2.506,-1.896,-1.755,-1.406,-1.208,-2.398,-1.631,-2.931,-1.038,-1.775,-1.292,-1.591,-2.866,-1.477,-2.265,-1.6,-2.602,-1.903,-0.587,-1.056,-1.116,-2.047,-0.118,-0.425,0.538,1.593
138,-2.977,-3.103,-2.685,-2.341,-2.505,-3.027,-2.476,-1.845,-1.722,-1.364,-1.2,-2.37,-1.608,-2.904,-1.026,-1.732,-1.263,-1.565,-2.855,-1.454,-2.249,-1.582,-2.586,-1.858,-0.578,-1.052,-1.121,-2.02,-0.134,-0.424,0.543,1.568
139,-3.001,-3.233,-2.743,-2.401,-2.525,-3.066,-2.578,-2.019,-1.837,-1.506,-1.229,-2.465,-1.688,-2.995,-1.068,-1.88,-1.364,-1.655,-2.893,-1.534,-2.305,-1.642,-2.641,-2.013,-0.608,-1.066,-1.104,-2.11,-0.079,-0.428,0.526,1.654
140,-2.982,-3.132,-2.698,-2.354,-2.51,-3.036,-2.499,-1.884,-1.748,-1.396,-1.206,-2.391,-1.626,-2.925,-1.035,-1.765,-1.285,-1.585,-2.864,-1.472,-2.261,-1.595,-2.598,-1.892,-0.584,-1.055,-1.117,-2.041,-0.122,-0.425,0.539,1.587
141,-3.079,-3.655,-2.934,-2.598,-2.59,-3.189,-2.906,-2.584,-2.208,-1.969,-1.323,-2.771,-1.946,-3.29,-1.205,-2.361,-1.693,-1.95,-3.015,-1.793,-2.49,-1.837,-2.819,-2.516,-0.705,-1.109,-1.051,-2.401,0.099,-0.443,0.468,1.933
142,-3.028,-3.379,-2.809,-2.469,-2.548,-3.108,-2.691,-2.214,-1.965,-1.666,-1.261,-2.571,-1.777,-3.097,-1.115,-2.047,-1.478,-1.757,-2.935,-1.624,-2.369,-1.709,-2.702,-2.187,-0.641,-1.081,-1.086,-2.211,-0.018,-0.434,0.506,1.75
143,-2.98,-3.121,-2.693,-2.349,-2.508,-3.033,-2.49,-1.869,-1.738,-1.383,-1.204,-2.383,-1.619,-2.917,-1.032,-1.752,-1.277,-1.577,-2.861,-1.465,-2.256,-1.59,-2.593,-1.879,-0.582,-1.054,-1.119,-2.033,-0.126,-0.425,0.541,1.58
144,-2.976,-3.099,-2.683,-2.339,-2.505,-3.026,-2.473,-1.839,-1.718,-1.359,-1.199,-2.367,-1.605,-2.901,-1.024,-1.727,-1.259,-1.561,-2.854,-1.451,-2.247,-1.58,-2.584,-1.852,-0.577,-1.052,-1.121,-2.017,-0.136,-0.424,0.544,1.565
145,-3.025,-3.363,-2.802,-2.462,-2.545,-3.104,-2.679,-2.193,-1.951,-1.649,-1.258,-2.559,-1.767,-3.086,-1.11,-2.029,-1.466,-1.746,-2.93,-1.614,-2.362,-1.702,-2.696,-2.168,-0.638,-1.079,-1.088,-2.2,-0.024,-0.433,0.508,1.74
146,-3.0,-3.229,-2.741,-2.399,-2.524,-3.064,-2.574,-2.013,-1.833,-1.501,-1.228,-2.462,-1.685,-2.992,-1.066,-1.875,-1.361,-1.652,-2.892,-1.531,-2.303,-1.64,-2.639,-2.007,-0.607,-1.065,-1.105,-2.107,-0.081,-0.428,0.526,1.651
147,-2.979,-3.114,-2.69,-2.346,-2.507,-3.031,-2.485,-1.86,-1.732,-1.376,-1.202,-2.378,-1.615,-2.912,-1.029,-1.744,-1.271,-1.572,-2.859,-1.461,-2.253,-1.587,-2.591,-1.871,-0.58,-1.054,-1.119,-2.028,-0.129,-0.424,0.542,1.576
148,-3.036,-3.426,-2.831,-2.491,-2.555,-3.122,-2.728,-2.277,-2.007,-1.718,-1.272,-2.605,-1.806,-3.13,-1.13,-2.1,-1.515,-1.79,-2.949,-1.652,-2.39,-1.731,-2.722,-2.243,-0.652,-1.085,-1.08,-2.243,0.002,-0.435,0.499,1.782
149,-2.986,-3.152,-2.707,-2.364,-2.513,-3.042,-2.515,-1.911,-1.765,-1.418,-1.211,-2.406,-1.638,-2.939,-1.042,-1.788,-1.301,-1.599,-2.87,-1.484,-2.27,-1.605,-2.607,-1.916,-0.589,-1.057,-1.115,-2.054,-0.113,-0.426,0.537,1.601
150,-2.971,-3.072,-2.67,-2.326,-2.5,-3.018,-2.452,-1.803,-1.694,-1.329,-1.193,-2.347,-1.589,-2.882,-1.016,-1.696,-1.238,-1.543,-2.846,-1.435,-2.235,-1.567,-2.573,-1.82,-0.57,-1.049,-1.125,-1.999,-0.147,-0.423,0.548,1.547
